fecha,year,month,prod_caldas_miles_sacos,prod_nacional_miles_sacos,precip_mm,ndvi_mean,ndvi_median,ndvi_p90,precio_interno_cop
2018-03-01,2018,3,78.05147598492917,1037.0,230.53708,0.767590495727896,0.7831776398786443,0.8612340132529434,729854.8387096775
2018-04-01,2018,4,65.78301833252469,874.0,326.02145,0.7731138189804126,0.8105061669533716,0.8728971190381293,715325.0
2018-05-01,2018,5,89.41673430096033,1188.0,428.80377,0.784679049128964,0.8300821427458293,0.9003506742014903,754209.6774193548
2018-06-01,2018,6,81.81480655315141,1087.0,152.92406,0.7791713091247106,0.8184166232794423,0.8925113463191615,746400.0
2018-07-01,2018,7,79.1052085440314,1051.0,134.4202,0.7993723277296825,0.8105392508234879,0.8808328511521981,717838.7096774194
2018-08-01,2018,8,94.68539709647146,1258.0,154.68472,0.7662030210913694,0.7930145483509774,0.8708484566561208,705064.5161290322
2018-09-01,2018,9,79.02994193266696,1050.0,280.77444,0.7887219981629752,0.8027434930073448,0.876846620629932,686933.3333333334
2018-10-01,2018,10,81.73953994178697,1086.0,365.36606,0.6043437554385659,0.6776472188660017,0.869064541664488,796774.1935483871
2018-11-01,2018,11,97.84659477377814,1300.0,342.95068,0.7094371354101698,0.7871539612024673,0.8926207821805358,804283.3333333334
2018-12-01,2018,12,96.56706238058258,1283.0,114.22836,0.8266035477299383,0.8340239221811342,0.8886412296652062,727645.1612903225
2019-01-01,2019,1,95.71797392682464,1296.0,122.464516,0.8055232352274987,0.8144424393235454,0.8769605809169949,727274.1935483871
2019-02-01,2019,2,81.68524626779943,1106.0,216.5995,0.7413942468919031,0.7870875283718941,0.8769056249923908,708089.2857142857
2019-03-01,2019,3,67.50480568604762,914.0,266.0628,0.6798833009081663,0.7637237163765241,0.8651774107317005,690580.6451612903
2019-04-01,2019,4,76.14601166555262,1031.0,302.24994,0.7395991690751805,0.7909922280811331,0.8925367311550486,680566.6666666666
2019-05-01,2019,5,82.34995442006904,1115.0,322.3614,0.7559719172222614,0.8223437464824892,0.8886813780825893,724064.5161290322
2019-06-01,2019,6,89.44017471094494,1211.0,154.82262,0.8159698127283954,0.8223682743165468,0.8808346623503035,779916.6666666666
2019-07-01,2019,7,97.26895961545374,1317.0,151.76431,0.7798387743012064,0.8085226352584353,0.8709124656500515,796483.8709677419
2019-08-01,2019,8,82.6453802655222,1119.0,49.399075,0.7697805147459182,0.7871296894873345,0.8729347604199773,798935.4838709678
2019-09-01,2019,9,80.35582996326019,1088.0,252.74345,0.6751492149009048,0.7363306182490679,0.8612589266207942,815450.0
2019-10-01,2019,10,101.10949560634485,1369.0,344.7,0.6364626040512315,0.7382789123286351,0.8709463863815076,819580.6451612903
2019-11-01,2019,11,111.22783081311567,1506.0,276.105,0.76164918802711,0.8104993881997722,0.8925654997564818,909600.0
2019-12-01,2019,12,124.07885509032823,1680.0,201.27083,0.7482198415678061,0.8066119192745893,0.888722842578008,999129.0322580645
2020-01-01,2020,1,75.59977357868205,1050.0,84.080025,0.7973829379096974,0.8144644983024536,0.8729725542033224,886161.2903225806
2020-02-01,2020,2,72.07178414501021,1001.0,117.53257,0.7737227961839197,0.7909910629832356,0.865159244405057,909103.448275862
2020-03-01,2020,3,58.031826194683546,806.0,162.64682,0.7649730997786018,0.7987541873888963,0.8964828016393865,1143193.5483870967
2020-04-01,2020,4,53.56783956432327,744.0,209.96977,0.7086934252769919,0.7676516212255394,0.8769013031975718,1175566.6666666667
2020-05-01,2020,5,85.39174425173039,1186.0,176.46362,0.7820817636908689,0.8223366405105248,0.8925163178432077,1068870.9677419355
2020-06-01,2020,6,98.06370629920471,1362.0,208.83556,0.7857320537074193,0.8262038246730022,0.8925821160147627,962800.0
2020-07-01,2020,7,94.31971751245092,1310.0,285.49106,0.8027857060940135,0.8242729914140187,0.8943730053885279,1001451.6129032258
2020-08-01,2020,8,78.55176473746867,1091.0,231.16087,0.7566250430698006,0.7988354799683909,0.8808588719439696,1143967.7419354839
2020-09-01,2020,9,71.63978543884632,995.0,268.34183,0.7713886413490523,0.8026957722423873,0.8887291414561634,1142233.3333333333
2020-10-01,2020,10,83.44775007399285,1159.0,263.70172,0.7277730377480653,0.7910018985244595,0.8847172872776532,1052483.8709677418
2020-11-01,2020,11,103.89568883241732,1443.0,317.47064,0.7199928685424788,0.7929776379317897,0.8708910248918011,1044700.0
2020-12-01,2020,12,125.4956241406122,1743.0,225.929,0.7209885051283483,0.7910311637656074,0.8925355076344283,1047677.4193548387
2021-01-01,2021,1,76.27982494044662,1081.0,162.4981,0.7912993556417455,0.8144649313795863,0.8848230345979257,1073193.5483870967
2021-02-01,2021,2,78.1144923303186,1107.0,185.75429,0.7311332422392526,0.7832309182068479,0.8769082894155231,1113535.7142857143
2021-03-01,2021,3,74.09233689867618,1050.0,312.8993,0.7017730747886032,0.7676397107146659,0.876875460736542,1156032.2580645161
2021-04-01,2021,4,57.1569456075502,810.0,299.50137,0.7341210217236452,0.7832228674698863,0.8769719384670231,1207433.3333333333
2021-05-01,2021,5,43.467504313890025,616.0,278.12997,0.7280810700393566,0.7949319725678275,0.8848642422609483,1385935.4838709678
2021-06-01,2021,6,74.23346515943557,1052.0,285.28644,0.7565583353372154,0.8163975373683046,0.8867076737254559,1420800.0
2021-07-01,2021,7,85.31203362904715,1209.0,156.10197,0.7850319672934318,0.8262364175679746,0.8926160916312523,1562741.935483871
