system:index,date_ref,depto,month,ndvi_mean,ndvi_median,ndvi_p90,year,.geo
336_00030000000000000092,2009-01-01,Cauca,1,0.5831352010349427,0.6601858888955366,0.871021912309699,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
337_0003000000000000008f,2009-02-01,Caldas,2,0.6861508474505477,0.7479967028641158,0.8612531002759178,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
337_00030000000000000092,2009-02-01,Cauca,2,0.6316240007171057,0.7148488674690837,0.8709265917601194,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
338_0003000000000000008f,2009-03-01,Caldas,3,0.6982618925535192,0.7831779932344252,0.8768865688757227,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
338_00030000000000000092,2009-03-01,Cauca,3,0.6850122500737855,0.7460437465965121,0.8631242348198092,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_0003000000000000008f,2009-04-01,Caldas,4,0.6980245297076969,0.7793347252256103,0.8690548073627008,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_00030000000000000092,2009-04-01,Cauca,4,0.7271038826700251,0.7851468769087482,0.8787479894815707,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
340_0003000000000000008f,2009-05-01,Caldas,5,0.7937032474262786,0.8144824137183853,0.8768565979488423,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
340_00030000000000000092,2009-05-01,Cauca,5,0.7027964015715314,0.7695860567029298,0.8788518927112777,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
341_0003000000000000008f,2009-06-01,Caldas,6,0.7417601673479653,0.794963090533764,0.8808585161827703,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
341_00030000000000000092,2009-06-01,Cauca,6,0.6384613219497955,0.7304656189014439,0.8787613960040256,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
342_0003000000000000008f,2009-07-01,Caldas,7,0.7944237524341912,0.8104871014538857,0.8729796159829698,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
342_00030000000000000092,2009-07-01,Cauca,7,0.6419948582781618,0.730531162369299,0.8710318551225127,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_0003000000000000008f,2009-08-01,Caldas,8,0.7836676447277262,0.79490809840937,0.8651665418113681,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_00030000000000000092,2009-08-01,Cauca,8,0.7196100673256133,0.7617609883672091,0.894369561933233,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
344_0003000000000000008f,2009-09-01,Caldas,9,0.7625167781888617,0.7852379227990232,0.8710488098937288,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
344_00030000000000000092,2009-09-01,Cauca,9,0.6549502681922154,0.6835673344154459,0.8630671913368337,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
345_0003000000000000008f,2009-10-01,Caldas,10,0.671815225750143,0.7363039766809623,0.8417167950261936,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
345_00030000000000000092,2009-10-01,Cauca,10,0.538225066133705,0.5898886955273476,0.816395198118828,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_0003000000000000008f,2009-11-01,Caldas,11,0.7584119406352728,0.8066095038985952,0.8925517136541065,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_00030000000000000092,2009-11-01,Cauca,11,0.7105896465583637,0.7539100220578167,0.878857974389673,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_0003000000000000008f,2009-12-01,Caldas,12,0.7738021106170425,0.7949396345945778,0.872949431110916,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_00030000000000000092,2009-12-01,Cauca,12,0.7052358824136478,0.7774237943740401,0.8788627242415189,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
348_0003000000000000008f,2010-01-01,Caldas,1,0.7737073817457306,0.7910337135189485,0.8651456370903516,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
348_00030000000000000092,2010-01-01,Cauca,1,0.7350651821685271,0.7851285632968196,0.8788415110826954,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
349_0003000000000000008f,2010-02-01,Caldas,2,0.7421121793769325,0.7715170960489188,0.8690611509372488,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
349_00030000000000000092,2010-02-01,Cauca,2,0.6779620378532281,0.7382433065092272,0.8867496122648991,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
350_0003000000000000008f,2010-03-01,Caldas,3,0.7189610643469101,0.7519382506376093,0.8574096574034216,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
350_00030000000000000092,2010-03-01,Cauca,3,0.6831357028359221,0.7382784366904411,0.8866675191461011,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_0003000000000000008f,2010-04-01,Caldas,4,0.7604153888480761,0.7910341760837253,0.8611695838594953,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_00030000000000000092,2010-04-01,Cauca,4,0.7353704717595076,0.7851712865693784,0.8787658858560559,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_0003000000000000008f,2010-05-01,Caldas,5,0.798434620017339,0.818398310470085,0.8808983737470811,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_00030000000000000092,2010-05-01,Cauca,5,0.6890927388639152,0.7617843037926731,0.8788423277771135,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_0003000000000000008f,2010-06-01,Caldas,6,0.7215383154055371,0.8027168652169406,0.892586510876709,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_00030000000000000092,2010-06-01,Cauca,6,0.6673039527614718,0.7538895530267733,0.8945123414643985,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
354_0003000000000000008f,2010-07-01,Caldas,7,0.7503164550871129,0.8066371726864744,0.8847464598178505,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
354_00030000000000000092,2010-07-01,Cauca,7,0.7311204729275029,0.7851508023588544,0.902296083590691,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
355_0003000000000000008f,2010-08-01,Caldas,8,0.7618973524910143,0.7988345103571525,0.8809114987361005,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
355_00030000000000000092,2010-08-01,Cauca,8,0.698535265608926,0.7538834670586279,0.878814899652248,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_0003000000000000008f,2010-09-01,Caldas,9,0.7458152093898681,0.7949222106645305,0.8690371540719157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_00030000000000000092,2010-09-01,Cauca,9,0.7012117627803619,0.7460686684835472,0.8788776323919855,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
357_0003000000000000008f,2010-10-01,Caldas,10,0.44687529247078256,0.4256956754195627,0.8083937770678515,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
357_00030000000000000092,2010-10-01,Cauca,10,0.3730771685543918,0.3084603943973802,0.7773615176214322,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
358_0003000000000000008f,2010-11-01,Caldas,11,0.6025096582460708,0.675780952190655,0.8554005509183356,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
358_00030000000000000092,2010-11-01,Cauca,11,0.46689961412979336,0.4491868653030373,0.8163680263790805,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_0003000000000000008f,2010-12-01,Caldas,12,0.6897085599728457,0.7539512441034927,0.8788805348718444,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_00030000000000000092,2010-12-01,Cauca,12,0.5881830952227326,0.6601624315055887,0.8632278235493627,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_0003000000000000008f,2011-01-01,Caldas,1,0.7267184296118023,0.7753559982845165,0.865160519452358,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_00030000000000000092,2011-01-01,Cauca,1,0.6806363508245961,0.7460616485520531,0.8787882960348307,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
361_0003000000000000008f,2011-02-01,Caldas,2,0.745332409924877,0.7792991265548133,0.8573926988798946,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
361_00030000000000000092,2011-02-01,Cauca,2,0.644079676426585,0.7070689971349259,0.8866978219075025,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_0003000000000000008f,2011-03-01,Caldas,3,0.7039864832038217,0.7597726432512599,0.8612603733837664,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_00030000000000000092,2011-03-01,Cauca,3,0.7347487580487851,0.7929687644859286,0.8943699563890082,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_0003000000000000008f,2011-04-01,Caldas,4,0.7068130828520196,0.7676493823964137,0.8496241736936126,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_00030000000000000092,2011-04-01,Cauca,4,0.6661527469979585,0.7460699926112061,0.886597414228979,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0003000000000000008f,2011-05-01,Caldas,5,0.6953989759811462,0.7793529031749205,0.8729659488262441,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_00030000000000000092,2011-05-01,Cauca,5,0.677253012419339,0.7382937300897692,0.8946054703661704,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_0003000000000000008f,2011-06-01,Caldas,6,0.7914257076171103,0.8144736446921544,0.8729548903496152,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_00030000000000000092,2011-06-01,Cauca,6,0.7515296705694174,0.8085910602872786,0.9023213943149965,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_0003000000000000008f,2011-07-01,Caldas,7,0.7647910080598533,0.7831892549418712,0.8729786367780009,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_00030000000000000092,2011-07-01,Cauca,7,0.6991781845026861,0.7617636346548686,0.8788785676443304,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_0003000000000000008f,2011-08-01,Caldas,8,0.7584546820536361,0.7870805828971056,0.8651140676237458,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_00030000000000000092,2011-08-01,Cauca,8,0.6801543531783529,0.7304842750620408,0.8866690352158108,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0003000000000000008f,2011-09-01,Caldas,9,0.739759875953059,0.7793043614916502,0.8729308917760275,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_00030000000000000092,2011-09-01,Cauca,9,0.6421599586802573,0.6914142107280442,0.8553195538192846,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0003000000000000008f,2011-10-01,Caldas,10,0.6354043099778988,0.7383238134351165,0.8555197343632218,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_00030000000000000092,2011-10-01,Cauca,10,0.5020644812433982,0.5429394407411406,0.8162578516680664,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_0003000000000000008f,2011-11-01,Caldas,11,0.6737997390475065,0.7539280690895386,0.8709938401616425,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_00030000000000000092,2011-11-01,Cauca,11,0.6220740187151365,0.69928028310069,0.8788594793119805,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_0003000000000000008f,2011-12-01,Caldas,12,0.720101884400867,0.7774392140608835,0.8787299679328697,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_00030000000000000092,2011-12-01,Cauca,12,0.6031172221295376,0.6836188894680345,0.8631726535530758,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_0003000000000000008f,2012-01-01,Caldas,1,0.7105233302100323,0.7714735701533781,0.8729905978581355,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_00030000000000000092,2012-01-01,Cauca,1,0.6974181504770801,0.76957226227132,0.886458599607517,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0003000000000000008f,2012-02-01,Caldas,2,0.7660608269819977,0.787120781343748,0.861231961001287,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_00030000000000000092,2012-02-01,Cauca,2,0.6541391690209136,0.7382475949457399,0.8866763973339972,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0003000000000000008f,2012-03-01,Caldas,3,0.741327378243856,0.7910174495514957,0.869082333737725,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_00030000000000000092,2012-03-01,Cauca,3,0.6020636864775409,0.6992795617014516,0.8632158249424825,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0003000000000000008f,2012-04-01,Caldas,4,0.6960933694177311,0.7558869527726073,0.8534413847744744,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_00030000000000000092,2012-04-01,Cauca,4,0.7213570380689676,0.7773499646096649,0.8708304881637013,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0003000000000000008f,2012-05-01,Caldas,5,0.7512732320263167,0.7949194380162591,0.8612533699684238,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_00030000000000000092,2012-05-01,Cauca,5,0.6531571961019239,0.7305021072001103,0.8789414037684755,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0003000000000000008f,2012-06-01,Caldas,6,0.7984097355106565,0.8184149935634235,0.8769126614752648,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_00030000000000000092,2012-06-01,Cauca,6,0.7166230274581684,0.7929890549411055,0.8943224327134844,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0003000000000000008f,2012-07-01,Caldas,7,0.7696934252641564,0.7929606203784217,0.8632618827548852,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_00030000000000000092,2012-07-01,Cauca,7,0.7452873164135027,0.777349868529194,0.8945212773244974,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0003000000000000008f,2012-08-01,Caldas,8,0.7405215674857927,0.7636649899951993,0.8535048697314955,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_00030000000000000092,2012-08-01,Cauca,8,0.6751183978847569,0.7070318224418898,0.8945155289316631,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0003000000000000008f,2012-09-01,Caldas,9,0.7487648614569642,0.7714999310580257,0.8652150025073956,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_00030000000000000092,2012-09-01,Cauca,9,0.6217789339543536,0.6523659491959928,0.8709929469764006,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0003000000000000008f,2012-10-01,Caldas,10,0.7851648393776948,0.8105199983049315,0.8847568780598769,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_00030000000000000092,2012-10-01,Cauca,10,0.6670591520727798,0.7070839852523233,0.8788199112360265,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0003000000000000008f,2012-11-01,Caldas,11,0.6548513265418701,0.7636726921789195,0.8730042159890661,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_00030000000000000092,2012-11-01,Cauca,11,0.5016801097272553,0.5429965846724601,0.8320825069718512,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0003000000000000008f,2012-12-01,Caldas,12,0.7881890553929902,0.8145084383899225,0.876865213319746,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_00030000000000000092,2012-12-01,Cauca,12,0.6709071587479578,0.7539228359993119,0.8867377209712717,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0003000000000000008f,2013-01-01,Caldas,1,0.7901440461904442,0.8027104566534179,0.8690815696118259,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_00030000000000000092,2013-01-01,Cauca,1,0.6599223138168422,0.7382614662930199,0.8709788014047415,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0003000000000000008f,2013-02-01,Caldas,2,0.7091641016992564,0.7715039430881406,0.8574343503824515,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_00030000000000000092,2013-02-01,Cauca,2,0.575427067405017,0.652410272354775,0.8709675534306022,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0003000000000000008f,2013-03-01,Caldas,3,0.6945451669088035,0.7559173916556698,0.8574075562684829,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_00030000000000000092,2013-03-01,Cauca,3,0.7140271215182088,0.7618015086927117,0.8788861376300955,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0003000000000000008f,2013-04-01,Caldas,4,0.714335136967317,0.7792609709336912,0.8690907707731698,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_00030000000000000092,2013-04-01,Cauca,4,0.7402966534119612,0.7929506404342834,0.8866170834144581,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0003000000000000008f,2013-05-01,Caldas,5,0.7864561469228658,0.8223448267096158,0.8847377094046838,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_00030000000000000092,2013-05-01,Cauca,5,0.627043659243568,0.7382641656839716,0.8867176887742455,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0003000000000000008f,2013-06-01,Caldas,6,0.797812623885769,0.8223303939078233,0.884705074181557,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_00030000000000000092,2013-06-01,Cauca,6,0.6926194889366007,0.769564335459873,0.8945559809688732,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0003000000000000008f,2013-07-01,Caldas,7,0.7828204550921152,0.806576707387806,0.8769236785888676,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_00030000000000000092,2013-07-01,Cauca,7,0.6722895057868812,0.7460216858198968,0.8788406259448157,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0003000000000000008f,2013-08-01,Caldas,8,0.7410825240775457,0.7870872334355381,0.876872729659355,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_00030000000000000092,2013-08-01,Cauca,8,0.6364893071019925,0.6992982455145694,0.8709645485440133,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0003000000000000008f,2013-09-01,Caldas,9,0.7866986453217023,0.802701750470315,0.8651684008811661,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_00030000000000000092,2013-09-01,Cauca,9,0.6790135011437609,0.7226334118323618,0.8552064984817325,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0003000000000000008f,2013-10-01,Caldas,10,0.754181573356769,0.8007877506514899,0.870952966666019,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_00030000000000000092,2013-10-01,Cauca,10,0.6134857577356059,0.6835541500458617,0.8710814235254319,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0003000000000000008f,2013-11-01,Caldas,11,0.6874339628094692,0.7637789920285644,0.8809101067029599,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_00030000000000000092,2013-11-01,Cauca,11,0.5850343243572473,0.6524076804069058,0.8711412483304867,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0003000000000000008f,2013-12-01,Caldas,12,0.8089893682991226,0.8184106573522912,0.8886977762718375,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_00030000000000000092,2013-12-01,Cauca,12,0.6926180274031076,0.7617857709416657,0.8788994107569812,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0003000000000000008f,2014-01-01,Caldas,1,0.7136983783615974,0.7754195011042124,0.8768768780878133,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_00030000000000000092,2014-01-01,Cauca,1,0.6712782433620499,0.7539110090949039,0.8709151517722253,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0003000000000000008f,2014-02-01,Caldas,2,0.6274882447470735,0.7246106870175492,0.8690272520788059,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_00030000000000000092,2014-02-01,Cauca,2,0.5679241914670771,0.6288307952120704,0.8709865498099368,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0003000000000000008f,2014-03-01,Caldas,3,0.7724055639902127,0.8026898778066552,0.8808732291353565,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_00030000000000000092,2014-03-01,Cauca,3,0.6454182874314498,0.7226604915031939,0.870985192895266,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0003000000000000008f,2014-04-01,Caldas,4,0.7524407685528268,0.7948701248499623,0.8729112446821992,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_00030000000000000092,2014-04-01,Cauca,4,0.6882952661894826,0.7773896799200423,0.8942996590366664,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0003000000000000008f,2014-05-01,Caldas,5,0.8030845413294752,0.824269780972492,0.8787920837794589,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_00030000000000000092,2014-05-01,Cauca,5,0.7543538487847643,0.8085471872636911,0.8865321298077057,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0003000000000000008f,2014-06-01,Caldas,6,0.7970299128758147,0.8105092859368891,0.8690443344133496,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_00030000000000000092,2014-06-01,Cauca,6,0.6940011517436062,0.7852319608498509,0.8865928831475159,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0003000000000000008f,2014-07-01,Caldas,7,0.7401316411461202,0.7715176176703594,0.8535010350910945,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_00030000000000000092,2014-07-01,Cauca,7,0.6294680450809654,0.7148603922166854,0.8867549979624473,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0003000000000000008f,2014-08-01,Caldas,8,0.7564615400811893,0.7831854895943661,0.8651279509528353,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_00030000000000000092,2014-08-01,Cauca,8,0.6626835635214111,0.7070473512388114,0.8788948800802998,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0003000000000000008f,2014-09-01,Caldas,9,0.7145222592951986,0.7696346856117006,0.8709307859400918,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_00030000000000000092,2014-09-01,Cauca,9,0.6705598343079827,0.7070433889695205,0.8946137562456582,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0003000000000000008f,2014-10-01,Caldas,10,0.5903699875330258,0.6446495655314777,0.8552872740984454,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_00030000000000000092,2014-10-01,Cauca,10,0.5407833945755485,0.5898012993254838,0.8476822415181937,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0003000000000000008f,2014-11-01,Caldas,11,0.7571177761137723,0.8104879224122533,0.9003539611127744,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_00030000000000000092,2014-11-01,Cauca,11,0.7327535055825358,0.7851384840516846,0.886650462857601,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0003000000000000008f,2014-12-01,Caldas,12,0.8197023863189783,0.8300986634466974,0.8847664003828152,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_00030000000000000092,2014-12-01,Cauca,12,0.7477687022859831,0.7929697546331186,0.9101422391047509,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0003000000000000008f,2015-01-01,Caldas,1,0.7993344395161781,0.8104928865368988,0.8690601738600205,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_00030000000000000092,2015-01-01,Cauca,1,0.7251409543418842,0.7851690241901209,0.8944496751189052,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0003000000000000008f,2015-02-01,Caldas,2,0.7369037829157776,0.7714865582660475,0.8612826186339722,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_00030000000000000092,2015-02-01,Cauca,2,0.7014372456156912,0.7538791822956961,0.8631611946872754,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0003000000000000008f,2015-03-01,Caldas,3,0.7385528900583486,0.7793069798046534,0.8809254297283025,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_00030000000000000092,2015-03-01,Cauca,3,0.6263083245583038,0.707116495019941,0.8789000130375033,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0003000000000000008f,2015-04-01,Caldas,4,0.7903805221334852,0.8105188776938321,0.8729561059540338,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_00030000000000000092,2015-04-01,Cauca,4,0.7258142295060501,0.7695823965700673,0.8865813835780955,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0003000000000000008f,2015-05-01,Caldas,5,0.7522554422670285,0.8066322887936258,0.8808646369183629,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_00030000000000000092,2015-05-01,Cauca,5,0.6201851082141523,0.7304328810485018,0.8868984472998737,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0003000000000000008f,2015-06-01,Caldas,6,0.8021905115331747,0.8184065617946442,0.8769045881522028,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_00030000000000000092,2015-06-01,Cauca,6,0.6482872219639159,0.7382405212412816,0.9022987086413595,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0003000000000000008f,2015-07-01,Caldas,7,0.7474486111742681,0.7792692322350646,0.8651629355184556,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_00030000000000000092,2015-07-01,Cauca,7,0.6627079687901585,0.7382859185645709,0.9022371308925881,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0003000000000000008f,2015-08-01,Caldas,8,0.7409548483637547,0.7754784546326844,0.8729611255739522,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_00030000000000000092,2015-08-01,Cauca,8,0.6477788288874488,0.6913952489583027,0.8944659606523508,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0003000000000000008f,2015-09-01,Caldas,9,0.728913937755938,0.7519135787032611,0.8690710825921067,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_00030000000000000092,2015-09-01,Cauca,9,0.7025483714702428,0.7304785176964819,0.9179211290269309,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0003000000000000008f,2015-10-01,Caldas,10,0.6161779016716182,0.6992935561076458,0.8320329550574701,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_00030000000000000092,2015-10-01,Cauca,10,0.5435333964298196,0.5820257248132831,0.8321775210373623,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0003000000000000008f,2015-11-01,Caldas,11,0.7660270498084092,0.7988102754699223,0.8769670163868643,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_00030000000000000092,2015-11-01,Cauca,11,0.7297885147448175,0.7773806608059982,0.9023009012093816,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0003000000000000008f,2015-12-01,Caldas,12,0.8176974083053499,0.8301375424576711,0.8886137228941817,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_00030000000000000092,2015-12-01,Cauca,12,0.7481024393192817,0.7929816881615814,0.90222511410562,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0003000000000000008f,2016-01-01,Caldas,1,0.7637326059906605,0.7832167027198678,0.8612582685282835,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_00030000000000000092,2016-01-01,Cauca,1,0.7251917490983666,0.7695669657683182,0.8945506714267244,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0003000000000000008f,2016-02-01,Caldas,2,0.6989398128063726,0.7363039618834472,0.8496463501045524,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_00030000000000000092,2016-02-01,Cauca,2,0.5712122962947928,0.6367491554801638,0.8553597919613221,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
