system:index,date_ref,depto,month,ndvi_mean,ndvi_median,ndvi_p90,year,.geo
0_0003000000000000008f,1981-01-01,Caldas,1,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00030000000000000092,1981-01-01,Cauca,1,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0003000000000000008f,1981-02-01,Caldas,2,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00030000000000000092,1981-02-01,Cauca,2,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0003000000000000008f,1981-03-01,Caldas,3,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00030000000000000092,1981-03-01,Cauca,3,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0003000000000000008f,1981-04-01,Caldas,4,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00030000000000000092,1981-04-01,Cauca,4,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0003000000000000008f,1981-05-01,Caldas,5,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00030000000000000092,1981-05-01,Cauca,5,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0003000000000000008f,1981-06-01,Caldas,6,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00030000000000000092,1981-06-01,Cauca,6,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0003000000000000008f,1981-07-01,Caldas,7,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00030000000000000092,1981-07-01,Cauca,7,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0003000000000000008f,1981-08-01,Caldas,8,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00030000000000000092,1981-08-01,Cauca,8,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0003000000000000008f,1981-09-01,Caldas,9,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00030000000000000092,1981-09-01,Cauca,9,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0003000000000000008f,1981-10-01,Caldas,10,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00030000000000000092,1981-10-01,Cauca,10,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0003000000000000008f,1981-11-01,Caldas,11,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00030000000000000092,1981-11-01,Cauca,11,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0003000000000000008f,1981-12-01,Caldas,12,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00030000000000000092,1981-12-01,Cauca,12,,,,1981,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0003000000000000008f,1982-01-01,Caldas,1,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00030000000000000092,1982-01-01,Cauca,1,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0003000000000000008f,1982-02-01,Caldas,2,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00030000000000000092,1982-02-01,Cauca,2,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0003000000000000008f,1982-03-01,Caldas,3,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_00030000000000000092,1982-03-01,Cauca,3,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0003000000000000008f,1982-04-01,Caldas,4,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_00030000000000000092,1982-04-01,Cauca,4,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0003000000000000008f,1982-05-01,Caldas,5,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_00030000000000000092,1982-05-01,Cauca,5,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0003000000000000008f,1982-06-01,Caldas,6,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_00030000000000000092,1982-06-01,Cauca,6,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0003000000000000008f,1982-07-01,Caldas,7,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_00030000000000000092,1982-07-01,Cauca,7,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0003000000000000008f,1982-08-01,Caldas,8,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_00030000000000000092,1982-08-01,Cauca,8,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0003000000000000008f,1982-09-01,Caldas,9,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_00030000000000000092,1982-09-01,Cauca,9,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0003000000000000008f,1982-10-01,Caldas,10,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_00030000000000000092,1982-10-01,Cauca,10,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0003000000000000008f,1982-11-01,Caldas,11,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_00030000000000000092,1982-11-01,Cauca,11,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0003000000000000008f,1982-12-01,Caldas,12,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_00030000000000000092,1982-12-01,Cauca,12,,,,1982,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0003000000000000008f,1983-01-01,Caldas,1,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00030000000000000092,1983-01-01,Cauca,1,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0003000000000000008f,1983-02-01,Caldas,2,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00030000000000000092,1983-02-01,Cauca,2,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0003000000000000008f,1983-03-01,Caldas,3,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00030000000000000092,1983-03-01,Cauca,3,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0003000000000000008f,1983-04-01,Caldas,4,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00030000000000000092,1983-04-01,Cauca,4,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0003000000000000008f,1983-05-01,Caldas,5,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_00030000000000000092,1983-05-01,Cauca,5,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0003000000000000008f,1983-06-01,Caldas,6,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00030000000000000092,1983-06-01,Cauca,6,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0003000000000000008f,1983-07-01,Caldas,7,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00030000000000000092,1983-07-01,Cauca,7,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0003000000000000008f,1983-08-01,Caldas,8,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00030000000000000092,1983-08-01,Cauca,8,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0003000000000000008f,1983-09-01,Caldas,9,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00030000000000000092,1983-09-01,Cauca,9,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0003000000000000008f,1983-10-01,Caldas,10,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00030000000000000092,1983-10-01,Cauca,10,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0003000000000000008f,1983-11-01,Caldas,11,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00030000000000000092,1983-11-01,Cauca,11,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0003000000000000008f,1983-12-01,Caldas,12,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00030000000000000092,1983-12-01,Cauca,12,,,,1983,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0003000000000000008f,1984-01-01,Caldas,1,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00030000000000000092,1984-01-01,Cauca,1,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0003000000000000008f,1984-02-01,Caldas,2,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00030000000000000092,1984-02-01,Cauca,2,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0003000000000000008f,1984-03-01,Caldas,3,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00030000000000000092,1984-03-01,Cauca,3,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0003000000000000008f,1984-04-01,Caldas,4,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00030000000000000092,1984-04-01,Cauca,4,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0003000000000000008f,1984-05-01,Caldas,5,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_00030000000000000092,1984-05-01,Cauca,5,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0003000000000000008f,1984-06-01,Caldas,6,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_00030000000000000092,1984-06-01,Cauca,6,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0003000000000000008f,1984-07-01,Caldas,7,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_00030000000000000092,1984-07-01,Cauca,7,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0003000000000000008f,1984-08-01,Caldas,8,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_00030000000000000092,1984-08-01,Cauca,8,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0003000000000000008f,1984-09-01,Caldas,9,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_00030000000000000092,1984-09-01,Cauca,9,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0003000000000000008f,1984-10-01,Caldas,10,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_00030000000000000092,1984-10-01,Cauca,10,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0003000000000000008f,1984-11-01,Caldas,11,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_00030000000000000092,1984-11-01,Cauca,11,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0003000000000000008f,1984-12-01,Caldas,12,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_00030000000000000092,1984-12-01,Cauca,12,,,,1984,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0003000000000000008f,1985-01-01,Caldas,1,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_00030000000000000092,1985-01-01,Cauca,1,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0003000000000000008f,1985-02-01,Caldas,2,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_00030000000000000092,1985-02-01,Cauca,2,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0003000000000000008f,1985-03-01,Caldas,3,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_00030000000000000092,1985-03-01,Cauca,3,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0003000000000000008f,1985-04-01,Caldas,4,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_00030000000000000092,1985-04-01,Cauca,4,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0003000000000000008f,1985-05-01,Caldas,5,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_00030000000000000092,1985-05-01,Cauca,5,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0003000000000000008f,1985-06-01,Caldas,6,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_00030000000000000092,1985-06-01,Cauca,6,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0003000000000000008f,1985-07-01,Caldas,7,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_00030000000000000092,1985-07-01,Cauca,7,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0003000000000000008f,1985-08-01,Caldas,8,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_00030000000000000092,1985-08-01,Cauca,8,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0003000000000000008f,1985-09-01,Caldas,9,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_00030000000000000092,1985-09-01,Cauca,9,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0003000000000000008f,1985-10-01,Caldas,10,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_00030000000000000092,1985-10-01,Cauca,10,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0003000000000000008f,1985-11-01,Caldas,11,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_00030000000000000092,1985-11-01,Cauca,11,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0003000000000000008f,1985-12-01,Caldas,12,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_00030000000000000092,1985-12-01,Cauca,12,,,,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0003000000000000008f,1986-01-01,Caldas,1,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_00030000000000000092,1986-01-01,Cauca,1,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0003000000000000008f,1986-02-01,Caldas,2,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_00030000000000000092,1986-02-01,Cauca,2,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0003000000000000008f,1986-03-01,Caldas,3,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_00030000000000000092,1986-03-01,Cauca,3,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0003000000000000008f,1986-04-01,Caldas,4,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_00030000000000000092,1986-04-01,Cauca,4,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0003000000000000008f,1986-05-01,Caldas,5,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_00030000000000000092,1986-05-01,Cauca,5,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0003000000000000008f,1986-06-01,Caldas,6,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_00030000000000000092,1986-06-01,Cauca,6,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0003000000000000008f,1986-07-01,Caldas,7,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_00030000000000000092,1986-07-01,Cauca,7,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0003000000000000008f,1986-08-01,Caldas,8,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_00030000000000000092,1986-08-01,Cauca,8,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0003000000000000008f,1986-09-01,Caldas,9,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_00030000000000000092,1986-09-01,Cauca,9,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0003000000000000008f,1986-10-01,Caldas,10,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_00030000000000000092,1986-10-01,Cauca,10,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0003000000000000008f,1986-11-01,Caldas,11,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_00030000000000000092,1986-11-01,Cauca,11,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0003000000000000008f,1986-12-01,Caldas,12,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_00030000000000000092,1986-12-01,Cauca,12,,,,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0003000000000000008f,1987-01-01,Caldas,1,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_00030000000000000092,1987-01-01,Cauca,1,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0003000000000000008f,1987-02-01,Caldas,2,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_00030000000000000092,1987-02-01,Cauca,2,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0003000000000000008f,1987-03-01,Caldas,3,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_00030000000000000092,1987-03-01,Cauca,3,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0003000000000000008f,1987-04-01,Caldas,4,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_00030000000000000092,1987-04-01,Cauca,4,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0003000000000000008f,1987-05-01,Caldas,5,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_00030000000000000092,1987-05-01,Cauca,5,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0003000000000000008f,1987-06-01,Caldas,6,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_00030000000000000092,1987-06-01,Cauca,6,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0003000000000000008f,1987-07-01,Caldas,7,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_00030000000000000092,1987-07-01,Cauca,7,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0003000000000000008f,1987-08-01,Caldas,8,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_00030000000000000092,1987-08-01,Cauca,8,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0003000000000000008f,1987-09-01,Caldas,9,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_00030000000000000092,1987-09-01,Cauca,9,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0003000000000000008f,1987-10-01,Caldas,10,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_00030000000000000092,1987-10-01,Cauca,10,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0003000000000000008f,1987-11-01,Caldas,11,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_00030000000000000092,1987-11-01,Cauca,11,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0003000000000000008f,1987-12-01,Caldas,12,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_00030000000000000092,1987-12-01,Cauca,12,,,,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0003000000000000008f,1988-01-01,Caldas,1,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_00030000000000000092,1988-01-01,Cauca,1,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0003000000000000008f,1988-02-01,Caldas,2,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_00030000000000000092,1988-02-01,Cauca,2,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0003000000000000008f,1988-03-01,Caldas,3,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_00030000000000000092,1988-03-01,Cauca,3,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0003000000000000008f,1988-04-01,Caldas,4,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_00030000000000000092,1988-04-01,Cauca,4,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0003000000000000008f,1988-05-01,Caldas,5,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_00030000000000000092,1988-05-01,Cauca,5,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0003000000000000008f,1988-06-01,Caldas,6,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_00030000000000000092,1988-06-01,Cauca,6,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0003000000000000008f,1988-07-01,Caldas,7,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_00030000000000000092,1988-07-01,Cauca,7,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0003000000000000008f,1988-08-01,Caldas,8,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_00030000000000000092,1988-08-01,Cauca,8,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0003000000000000008f,1988-09-01,Caldas,9,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_00030000000000000092,1988-09-01,Cauca,9,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0003000000000000008f,1988-10-01,Caldas,10,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_00030000000000000092,1988-10-01,Cauca,10,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0003000000000000008f,1988-11-01,Caldas,11,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_00030000000000000092,1988-11-01,Cauca,11,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0003000000000000008f,1988-12-01,Caldas,12,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_00030000000000000092,1988-12-01,Cauca,12,,,,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0003000000000000008f,1989-01-01,Caldas,1,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_00030000000000000092,1989-01-01,Cauca,1,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0003000000000000008f,1989-02-01,Caldas,2,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_00030000000000000092,1989-02-01,Cauca,2,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0003000000000000008f,1989-03-01,Caldas,3,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_00030000000000000092,1989-03-01,Cauca,3,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0003000000000000008f,1989-04-01,Caldas,4,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_00030000000000000092,1989-04-01,Cauca,4,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0003000000000000008f,1989-05-01,Caldas,5,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_00030000000000000092,1989-05-01,Cauca,5,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0003000000000000008f,1989-06-01,Caldas,6,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_00030000000000000092,1989-06-01,Cauca,6,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0003000000000000008f,1989-07-01,Caldas,7,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_00030000000000000092,1989-07-01,Cauca,7,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0003000000000000008f,1989-08-01,Caldas,8,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_00030000000000000092,1989-08-01,Cauca,8,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0003000000000000008f,1989-09-01,Caldas,9,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_00030000000000000092,1989-09-01,Cauca,9,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0003000000000000008f,1989-10-01,Caldas,10,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_00030000000000000092,1989-10-01,Cauca,10,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0003000000000000008f,1989-11-01,Caldas,11,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_00030000000000000092,1989-11-01,Cauca,11,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0003000000000000008f,1989-12-01,Caldas,12,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_00030000000000000092,1989-12-01,Cauca,12,,,,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0003000000000000008f,1990-01-01,Caldas,1,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_00030000000000000092,1990-01-01,Cauca,1,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0003000000000000008f,1990-02-01,Caldas,2,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_00030000000000000092,1990-02-01,Cauca,2,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0003000000000000008f,1990-03-01,Caldas,3,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_00030000000000000092,1990-03-01,Cauca,3,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0003000000000000008f,1990-04-01,Caldas,4,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_00030000000000000092,1990-04-01,Cauca,4,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0003000000000000008f,1990-05-01,Caldas,5,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_00030000000000000092,1990-05-01,Cauca,5,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0003000000000000008f,1990-06-01,Caldas,6,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_00030000000000000092,1990-06-01,Cauca,6,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0003000000000000008f,1990-07-01,Caldas,7,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_00030000000000000092,1990-07-01,Cauca,7,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0003000000000000008f,1990-08-01,Caldas,8,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_00030000000000000092,1990-08-01,Cauca,8,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0003000000000000008f,1990-09-01,Caldas,9,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_00030000000000000092,1990-09-01,Cauca,9,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0003000000000000008f,1990-10-01,Caldas,10,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_00030000000000000092,1990-10-01,Cauca,10,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0003000000000000008f,1990-11-01,Caldas,11,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_00030000000000000092,1990-11-01,Cauca,11,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0003000000000000008f,1990-12-01,Caldas,12,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_00030000000000000092,1990-12-01,Cauca,12,,,,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0003000000000000008f,1991-01-01,Caldas,1,,,,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_00030000000000000092,1991-01-01,Cauca,1,,,,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
